#DataThief /Users/jbailin/Box Sync/gczcse/goudfrooij14/Goudfrooij_2014_ApJ_780_43_f5_150dpi.png Tuesday 22-May-2018 9:51:32 AM
5.3598, -0.7708
5.4593, -0.7151
5.5589, -0.6618
5.6585, -0.6105
5.7543, -0.5593
5.854, -0.5166
5.9537, -0.4782
6.0572, -0.4398
6.1569, -0.3907
6.2566, -0.3587
6.3603, -0.3332
6.4562, -0.3077
